Date,DayofWeek,O,H,L,Adj_C,Vol,HKHalfday,HKTurnover,HKVol,HKDeal
2006-06-08,4,15603.11,15611.52,15419.42,15450.11,560586400,0,44480610075,41981582927,298565
2006-06-09,5,15468.83,15640.31,15405.79,15628.69,441323800,0,33384749375,39196937730,247933
2006-06-12,1,15560.71,15680.32,15498.27,15621.44,282433200,0,23281700698,31972782085,154317
2006-06-13,2,15417.24,15437.26,15204.86,15234.42,487668800,0,35608644952,39413496474,249054
2006-06-14,3,15238.58,15396.5,15214.69,15247.92,410959200,0,32957137885,42880511648,231538
2006-06-15,4,15419.68,15455.57,15355.43,15435.08,461480000,0,26717083063,39789105355,181825
2006-06-16,5,15807.37,15851.51,15749.46,15842.65,562540800,0,32989739031,35077060501,227092
2006-06-19,1,15759.96,15781.56,15723.36,15768.86,192452000,0,16451196631,24179094937,123072
2006-06-20,2,15709,15709,15555.24,15608.97,449964000,0,22800343057,31889354810,159232
2006-06-21,3,15599.86,15667.7,15520.42,15659.36,251937000,0,21305352526,34788125991,147283
2006-06-22,4,15859.85,15885.71,15798.6,15826.7,330942400,0,23645230795,33270933055,161928
2006-06-23,5,15729.55,15828.49,15682.81,15808.81,339210000,0,18448877485,29109921664,134095
2006-06-26,1,15756.68,15841.14,15726.81,15804.81,306761400,0,20214716757,28536620747,142564
2006-06-27,2,15827.85,15892.92,15770.92,15774.7,294448900,0,23691855133,30631052565,176163
2006-06-28,3,15632.44,15742.66,15613.2,15742.66,303054000,0,21319328479,25306590997,164634
2006-06-29,4,15890.2,15916,15844.11,15865.22,364663200,0,27894759203,30025451108,216623
2006-06-30,5,16170.79,16273.74,16125.26,16267.62,555019000,0,40500601239,34660591927,284156
2006-07-03,1,16288.59,16364.23,16234.88,16326.66,295984400,0,27406572773,31327343438,207875
2006-07-04,2,16363.15,16379.03,16312.17,16368.98,271767300,0,22134522115,29652451225,180799
2006-07-05,3,16364,16377.66,16254.69,16267.18,226094300,0,22551846734,31034349112,175756
2006-07-06,4,16141.67,16445.18,16129.65,16440.99,256690800,0,24216237225,33557896055,181461
2006-07-07,5,16497.9,16497.9,16399.48,16459.78,216761800,0,21350088216,30684891869,167897
2006-07-10,1,16376.82,16606.62,16338.9,16603.81,223312300,0,23527107459,34288782813,172863
2006-07-11,2,16512.24,16568.62,16477.46,16490.13,343592700,0,24192528648,38312741534,174596
2006-07-12,3,16507.72,16552.64,16435.61,16522.21,197578800,0,20351164582,32558814191,168863
2006-07-13,4,16490.48,16557.97,16288.43,16305.48,324527800,0,26898422868,37646499411,205040
2006-07-14,5,16123.96,16159.09,16062.6,16135.71,296680300,0,28133624861,37741050496,209825
2006-07-17,1,15980.5,16104.15,15948.76,16064.82,231710500,0,18632325137,28503293274,143360
2006-07-18,2,16035,16109.7,15966.44,16043.94,240536700,0,21356607601,35383280071,167113
2006-07-19,3,16069.8,16171.12,16062.58,16097.54,169546200,0,19592667859,30142119354,154735
2006-07-20,4,16418.14,16481.17,16390.28,16472.62,316291000,0,26754771816,29310633655,201349
2006-07-21,5,16406.78,16483.23,16376.03,16464.18,375659400,0,20075190280,26791854916,141173
2006-07-24,1,16376.38,16484.97,16354.44,16480.59,251868300,0,17926099314,26665858954,137597
2006-07-25,2,16668.63,16671.39,16580.64,16583.86,318878400,0,22638018989,25747639065,174359
2006-07-26,3,16584.49,16623.46,16566.39,16617.24,235033400,0,19637450692,25250405067,150574
2006-07-27,4,16713.04,16924.22,16713.04,16916.77,426090700,0,28887393450,27386509574,206106
2006-07-28,5,16935,17034.55,16918.79,16955.04,325931200,0,26467351951,31240402487,207633
2006-07-31,1,17103.44,17114.2,16965.2,16971.34,263546300,0,23002200119,30838774056,186564
2006-08-01,2,16990.22,16990.22,16907.38,16911.37,211895000,0,20327959182,28795628208,158685
2006-08-02,3,16887.68,17085.65,16872.71,17032.75,335435400,0,24468929670,32519225706,176410
2006-08-03,4,17073.44,17097.84,17011.61,17048.42,314784500,0,28421803201,39093390569,219721
2006-08-04,5,17049.96,17096.41,16867.95,16887.8,290811800,0,24712900811,36018568288,200394
2006-08-07,1,16927.74,16961.26,16811.42,16953.55,216714100,0,19950602856,35508637769,162774
2006-08-08,2,17056.57,17066.45,16994.56,17048.2,265395900,0,20536163080,33652679585,154242
2006-08-09,3,16996,17349.99,16959.01,17346.58,353961200,0,29339695618,42208836734,213483
2006-08-10,4,17322.52,17349.8,17211.96,17222.14,291538300,0,26379480569,41467080735,209703
2006-08-11,5,17255.23,17323.49,17211.47,17249.95,240485900,0,23754489300,36682931145,191569
2006-08-14,1,17280.07,17303.17,17215.01,17290.01,205380100,0,21944872726,37190251820,172909
2006-08-15,2,17274.51,17295.3,17242.84,17274.07,189984200,0,21233242975,34178734231,176390
2006-08-16,3,17406.62,17473.73,17349.88,17451.03,319270700,0,28541508651,37542417409,221142
2006-08-17,4,17501.95,17506.21,17329.05,17373.05,358907400,0,27364933398,37770523830,211154
2006-08-18,5,17381.42,17413.96,17316.13,17330.7,260812800,0,21438082531,31264407912,174292
2006-08-21,1,17326.38,17329.68,16996.76,17007.88,317411200,0,27948844071,38693676056,215039
2006-08-22,2,17096.51,17155.6,17037.23,17149.75,244744100,0,21800875542,29433505225,153650
2006-08-23,3,17101.12,17111.75,17010.31,17088.39,194206800,0,22134617999,37268736901,163483
2006-08-24,4,16970.98,17040.22,16870.7,16883.04,322874300,0,27808471461,42476837938,190409
2006-08-25,5,16958.28,17005.44,16894.12,16955.45,261221000,0,24135929665,36663181231,177274
2006-08-28,1,16955.88,16998.71,16911.52,16922.29,203537200,0,20070944544,33585287684,147244
2006-08-29,2,17003.56,17102.45,16998.99,17083.28,250214600,0,22172168298,25489697301,176840
2006-08-30,3,17147.76,17289.26,17134.92,17284.71,430751800,0,29794394318,37060720887,202340
2006-08-31,4,17395.54,17422.83,17356.83,17392.27,487228900,0,28320019105,36476059567,212837
2006-09-01,5,17373.17,17514.31,17311.41,17423.72,389951500,0,27381700052,40914936647,205197
2006-09-04,1,17504.33,17538.59,17476.6,17513.88,307024000,0,28623473835,40951413966,223185
2006-09-05,2,17523.81,17523.81,17404.67,17438.8,228720800,0,24928473063,40008415371,198816
2006-09-06,3,17445.98,17445.98,17208.93,17258.51,318450700,0,31401043019,46085508795,233509
2006-09-07,4,17099.91,17133.52,17044.93,17096.44,399343200,0,29726804836,46626266246,227319
2006-09-08,5,17071.18,17171.54,17070.91,17145.76,396274600,0,30834304757,40170796518,196553
2006-09-11,1,17141.61,17158.22,16929.71,16948.59,822556800,0,31351667532,45919928793,211454
2006-09-12,2,16932.29,17128.87,16921.53,17075.4,428789000,0,26985266293,46136692044,198226
2006-09-13,3,17221,17235.41,17173.82,17210.04,538815900,0,24995194581,40576455578,190572
2006-09-14,4,17274.67,17304.74,17142.71,17183.45,747969600,0,28018290695,46994305797,201161
2006-09-15,5,17179.09,17246.89,17143.24,17237.65,497798400,0,22221011926,36996738920,173909
2006-09-18,1,17253.7,17423.9,17253.02,17387.21,527369400,0,27283158811,36934303712,198769
2006-09-19,2,17411.93,17426.47,17314.63,17346.7,604377700,0,26496318697,38466214686,195861
2006-09-20,3,17232.2,17523.48,17220.78,17512.96,921311200,0,33394948032,51302655205,237743
2006-09-21,4,17546.56,17663.44,17539.56,17619.97,1161323100,0,37132834249,49939337060,288826
2006-09-22,5,17526.34,17639.13,17511.96,17600.65,816864700,0,50283656149,45678904219,321219
2006-09-25,1,17546.04,17683.45,17539.81,17546.04,554085100,0,35943480471,45636894505,264041
2006-09-26,2,17614.29,17614.29,17277.75,17308.08,553720400,0,34739548189,47708882318,269329
2006-09-27,3,17478.25,17540.67,17402.13,17521.51,563790300,0,31834243379,38961158712,253664
2006-09-28,4,17565.93,17604.91,17506.24,17530.57,815714300,0,31552095147,42245233547,236942
2006-09-29,5,17559.67,17589.57,17350.79,17543.05,585264500,0,34308051878,46129713949,298012
2006-10-03,2,17490.51,17648.71,17428.1,17606.53,1356757200,0,39961683033,48361637566,293589
2006-10-04,3,17637.2,17687.2,17535.83,17629.21,1023470000,0,43191098938,48585632566,326849
2006-10-05,4,17897.93,17940.49,17810.07,17907.67,803488300,0,43364748338,50027617834,315596
2006-10-06,5,17901.06,17931.73,17848.72,17903.39,578815400,0,37269479850,41896959269,261181
2006-10-09,1,17876.04,17876.04,17589.12,17675.24,561382500,0,30454066271,48718498764,230910
2006-10-10,2,17780.3,17852.36,17751.95,17823.7,503691300,0,29837625501,43461362184,235826
2006-10-11,3,17856.6,17875.62,17740.79,17862.79,721727200,0,33880779985,45805500100,258177
2006-10-12,4,17896.43,17948.13,17835.65,17873.09,1102474700,0,34438396351,50650060236,285964
2006-10-13,5,18049.83,18067.58,17949.59,17988.86,1719400400,0,40186981354,49567280204,327879
2006-10-16,1,18067.2,18069.49,17958.1,18010.2,760911900,0,29022566895,39317944456,227065
2006-10-17,2,17965.35,18074.29,17823.33,18014.84,744363900,0,33664775695,49932651795,264162
2006-10-18,3,17910.01,18048.09,17881.78,18048.09,452401800,0,28192072874,42689824376,233371
2006-10-19,4,18053.9,18070.76,17938.01,17986.97,439090800,0,32906551443,50751835002,261407
2006-10-20,5,18012.61,18148.04,18012.61,18113.55,815419100,0,37436336008,44845516769,285421
2006-10-23,1,18170.22,18170.33,18066.11,18089.85,620706100,0,33669033294,46087866115,267154
2006-10-24,2,18136.18,18173.43,18121.7,18153.41,508900700,0,31060870298,37912734523,264752
2006-10-25,3,18150.89,18168.99,18106.11,18157.94,524809100,0,31637740769,38626562649,257412
2006-10-26,4,18267.42,18378.84,18240.6,18353.74,771033500,0,33870457458,37148164321,255947
2006-10-27,5,18400.81,18465.54,18232.64,18297.55,997605800,0,76008136096,55042190174,436212
2006-10-31,2,18196.04,18336.45,18152.91,18324.35,576848300,0,43513358437,47836834494,285449
2006-11-01,3,18376.39,18494.95,18376.39,18453.65,603384200,0,38775549855,41603730925,284148
2006-11-02,4,18495.29,18724.91,18397.33,18714.78,619279600,0,39057979226,44663493219,297233
2006-11-03,5,18696.58,18771.01,18646.16,18749.69,536153300,0,42745831947,44156247025,310103
2006-11-06,1,18702.25,18940.8,18694.13,18936.55,502709900,0,37680455226,41261235375,278142
2006-11-07,2,19102.88,19161.38,18855.88,18939.31,838438100,0,51722036903,41537829994,384585
2006-11-08,3,18933.47,18994.98,18750.78,18811.24,1143023300,0,48995118501,48308461368,310167
2006-11-09,4,18885.22,18993.4,18866.01,18952.86,1000762500,0,47114876437,47071760392,352456
2006-11-10,5,18958.06,18976.15,18861.94,18891.14,1046619800,0,54505549475,60618254648,363378
2006-11-13,1,18763.44,18902.2,18717.61,18868.54,1176664500,0,57660396659,62833847794,357114
2006-11-14,2,18889.92,18989.51,18759.34,18878.42,1532391200,0,58026211933,63214923339,421773
2006-11-15,3,18940.02,19106.83,18926.31,19093,1532407700,0,54945151234,59626806913,416530
2006-11-16,4,19162.9,19237.73,19048.04,19154.07,1201291600,0,57537548764,63441793774,437781
2006-11-17,5,19125.92,19214.6,19097.32,19182.71,918567200,0,50768220054,52177309617,376632
2006-11-20,1,19030.36,19133.52,18928.58,18954.63,826235900,0,49063728873,52019474512,369933
2006-11-21,2,19002.07,19064.07,18959.81,19008.3,586462800,0,41195911995,52560901937,312369
2006-11-22,3,19102.26,19256.99,19075.32,19250.79,915517600,0,53480133147,51154685016,400654
2006-11-23,4,19345.03,19404.01,19244.32,19265.32,969976700,0,53743972348,48786371929,411003
2006-11-24,5,19206.45,19315.73,19195.9,19260.3,644888700,0,40408802248,44809730068,324318
2006-11-27,1,19263.86,19328.12,19122.39,19204.01,806258900,0,45059020791,50090092496,324165
2006-11-28,2,18996.84,18998.08,18618.66,18639.53,1284478900,0,58868920368,54610921795,422917
2006-11-29,3,18730.49,18843.48,18687.27,18780.93,1154443500,0,50061871110,54190460202,358976
2006-11-30,4,18944.56,19033.4,18923.63,18960.48,761645100,0,46666710894,48057648639,338541
2006-12-01,5,18922.53,18945.4,18650.5,18690.82,815023100,0,44128085641,47958767180,298974
2006-12-04,1,18654.07,18768.63,18587.72,18702.73,1166542800,0,37234794553,43081029507,268363
2006-12-05,2,18880.81,18949.92,18794.18,18944.19,1097018600,0,41396199487,48822319102,322565
2006-12-06,3,18988.14,19131.22,18937.61,19026.36,1334971800,0,58309195930,57126660629,406252
2006-12-07,4,19023.75,19048.41,18783.3,18842.99,930195500,0,50013210333,53156061679,376831
2006-12-08,5,18775.47,18799.25,18666.89,18739.99,915151000,0,47661635535,52981186123,427029
2006-12-11,1,18811.85,18965.73,18811.85,18924.66,991829700,0,44473090405,43158541649,344993
2006-12-12,2,19010.16,19015.7,18819.99,18907.17,796680000,0,37124066062,43730947790,308774
2006-12-13,3,18867.67,18870.45,18623.61,18718.19,1071922300,0,40755684097,50475877635,327000
2006-12-14,4,18806.71,18954.94,18774.43,18919.4,850261100,0,38198633924,41136413628,300326
2006-12-15,5,19080.29,19126.7,19014.27,19110.65,1016363000,0,63229559975,41948250924,477206
2006-12-18,1,19094.63,19216.54,19046.92,19192.91,1099128400,0,49174143140,43167816208,417793
2006-12-19,2,19162.98,19180.3,18905.44,18964.55,1018232400,0,54445705798,51582907920,451882
2006-12-20,3,19109.85,19273.77,19108.45,19240.12,1225335100,0,53539550120,47033744582,475116
2006-12-21,4,19249.19,19276.32,19157.85,19222.84,1329756800,0,46381568783,42290287317,455861
2006-12-22,5,19227.24,19320.52,19197.73,19320.52,821757200,0,40849051798,33016696855,406627
2006-12-28,4,19742.79,20038.23,19686.81,20001.91,1749890400,0,54287968234,27468297231,501203
2006-12-29,5,20049.03,20049.03,19885.25,19964.72,1390983100,0,43618225304,24899059536,401538
2007-01-02,2,20004.84,20323.59,19990.28,20310.18,1264596800,0,50548080148,37011347896,463131
2007-01-03,3,20353.42,20554.58,20249.61,20413.39,1673968900,0,64002629280,42882972310,570364
2007-01-04,4,20415.67,20463.18,19948.02,20025.58,2130510200,0,76511093925,44906474901,629092
2007-01-05,5,19890.15,20213.64,19757.24,20211.28,1959114400,0,70652543597,44037424280,541222
2007-01-08,1,19915,20085.58,19844.31,20029.66,1438589300,0,60575512944,44001559488,445965
2007-01-09,2,20162.54,20173.06,19794.29,19898.08,1524412800,0,62711348976,52166699650,481052
2007-01-10,3,19665.4,19693.7,19507.97,19568.34,1684164000,0,64035362805,61705131209,469643
2007-01-11,4,19653.02,19697.58,19350.5,19385.37,1436329900,0,55896766890,59858190683,419813
2007-01-12,5,19628.82,19680.63,19523.76,19613.41,1486034100,0,56137629432,54919811782,399694
2007-01-15,1,19776.13,20073.29,19746.07,20068.56,1252411300,0,56146398243,61039570328,403539
2007-01-16,2,20130.55,20133.49,19938.2,20027.95,1026767900,0,50393544979,50955781710,418614
2007-01-17,3,19917.49,20122.43,19841.16,20064.57,1117662100,0,58718723773,57079100937,437207
2007-01-18,4,20064.75,20297.41,20002.77,20277.51,1354156400,0,64241668020,67985322654,468887
2007-01-19,5,20215.55,20337.93,20189.36,20327.72,1025928300,0,59575246811,55205298911,425310
2007-01-22,1,20501.45,20779.52,20487.6,20772.22,1019021700,0,60421362355,51681764437,452705
2007-01-23,2,20743.85,20810.79,20589.42,20769.7,1409621100,0,55832405582,55903938720,402621
2007-01-24,3,20950.94,20971.46,20725.48,20821.05,1053436000,0,58535587922,59067828108,448088
2007-01-25,4,20889.74,20897.55,20610.22,20669.83,918331200,0,51765527001,65634420090,437308
2007-01-26,5,20457.48,20457.48,20204.67,20281.13,1539136300,0,60152421042,61635020578,449847
2007-01-29,1,20317.39,20366.71,20197.6,20236.68,680469300,0,36981306720,54917519439,297747
2007-01-30,2,20281.93,20465.46,20165.22,20460.46,626581300,0,37597207025,56068485492,323064
2007-01-31,3,20463.82,20507.68,20008.6,20106.42,997395300,0,50629347819,60219849555,404998
2007-02-01,4,20251.57,20496.81,20176.62,20430.16,1071631200,0,50734223951,57820191664,384199
2007-02-02,5,20544.33,20704.1,20468.84,20563.68,945602500,0,50475864938,63860463761,410447
2007-02-05,1,20514.83,20645.82,20409.16,20455.62,819094000,0,47852383484,68476176049,376901
2007-02-06,2,20511.78,20712.32,20438.36,20655.2,848211100,0,50347141005,65149315734,368654
2007-02-07,3,20716.59,20739.01,20598.03,20679.69,1088530300,0,49096595558,65025044986,395130
2007-02-08,4,20475.88,20763.57,20318.99,20735.05,1525211600,0,64811738997,73983841336,484861
2007-02-09,5,20746.95,20771.09,20593.76,20677.66,772407000,0,48900637442,69318602004,412678
2007-02-12,1,20534.43,20696.65,20488.82,20593.41,813622500,0,46289843438,71683605157,393005
2007-02-13,2,20523.91,20523.91,20127.12,20132.25,953727400,0,50047765260,67436993449,402131
2007-02-14,3,20302.2,20330.37,20184.69,20209.91,686788500,0,42878022489,63143138992,353621
2007-02-15,4,20466.65,20570.14,20398.45,20538.42,845067500,0,49431647785,68604110764,412274
2007-02-16,5,20545.93,20588.18,20458.01,20567.91,709936300,0,37086733850,46426251975,332916
2007-02-21,3,20649.72,20677.29,20540.32,20651.42,749988900,0,40506666600,58767639385,330890
2007-02-22,4,20748.46,20829.66,20740.33,20809.23,795301400,0,42258253861,54919511557,379900
2007-02-23,5,20844.25,20844.25,20547.44,20711.65,874084000,0,47628793462,62183967528,452686
2007-02-26,1,20520.45,20581.42,20474.41,20507.95,782347000,0,43989168997,52330536217,435688
2007-02-27,2,20500.88,20500.88,20042.3,20147.87,1412425800,0,64778202202,85162210813,552093
2007-02-28,3,19426.95,19749.59,19381.88,19651.51,2038333200,0,80494243192,72759953065,630360
2007-03-01,4,19581.86,19643.41,19346.6,19346.6,1474434200,0,55473045650,74375781164,482569
2007-03-02,5,19386.57,19560.52,19355.63,19442.01,1132374600,0,53108544793,72835077297,499163
2007-03-05,1,19137.36,19164.35,18659.23,18664.88,1986020800,0,72445328814,86001469931,571638
2007-03-06,2,18899.21,19080.34,18876.62,19058.56,1606525700,0,61032426638,70358375859,486866
2007-03-07,3,19188.22,19239.92,18910.24,18918.64,1453798600,0,57899473476,74101919648,535067
2007-03-08,4,18924.28,19191.1,18909.07,19175.17,1240695700,0,49866887305,70382325897,370826
2007-03-09,5,19259.1,19259.1,19065.03,19134.88,1765809600,0,62961664809,69626339800,393897
2007-03-12,1,19252.37,19470.37,19220.51,19442.42,1720489200,0,47680290981,59745145469,338440
2007-03-13,2,19397.04,19442.52,19251.2,19333.14,1336198500,0,42294737699,66484402902,347203
2007-03-14,3,18803.07,18888.4,18738.51,18836.93,2054887200,0,51642654402,63931781292,414884
2007-03-15,4,19029.21,19054.94,18932.46,18969.44,898691400,0,35013622916,57929023009,317620
2007-03-19,1,19006.15,19267.83,18967.41,19266.74,1292261700,0,38007409370,64282143409,318407
2007-03-20,2,19430.7,19463.9,19332.6,19356.9,1021294300,0,39607419953,62206055853,399223
2007-03-21,3,19380.98,19537.09,19270.72,19516.41,977841600,0,46818284700,70494673802,428183
2007-03-22,4,19757.73,19813.21,19621.26,19690.25,1650390800,0,57706945479,67155759921,452303
2007-03-23,5,19665.05,19729.49,19634.11,19692.64,1073216700,0,43009493645,56856428538,351357
2007-03-26,1,19719.88,19819.04,19653.73,19765.85,780644700,0,39860867981,62559053663,360216
2007-03-27,2,19749.81,19768.32,19661.86,19706.79,920278300,0,40351375041,55170501097,347302
2007-03-28,3,19664.88,19729.31,19459.19,19553.87,1198488800,0,49645267427,67148097147,386452
2007-03-29,4,19470.42,19832.14,19460.36,19821.78,1914517600,0,56516170202,75945872129,433067
2007-03-30,5,19810.86,19880.26,19705.56,19800.93,938595500,0,45776950968,75468031579,432679
2007-04-02,1,19900.01,19976.81,19672.94,19809.7,848491800,0,42386908442,65793578707,367134
2007-04-03,2,19903.89,20021.03,19903.89,20002.7,837020200,0,40012060636,53291691666,393377
2007-04-04,3,20187.67,20210.84,20099.85,20209.71,1526199700,0,51679710152,55732215424,474313
2007-04-10,2,20416.54,20416.54,20248.04,20347.87,1327698500,0,55504206711,61565016831,486425
2007-04-11,3,20427.95,20502.17,20278.84,20449.43,1485648200,0,59070788861,82445962560,496958
2007-04-12,4,20360.32,20428.6,20293.33,20380.21,1723266400,0,59996196515,77608011948,462628
2007-04-13,5,20413.48,20432.01,20264.99,20340.97,1643673600,0,57191369386,71832116496,469135
2007-04-16,1,20493.26,20765.4,20489.91,20757.53,1761272800,0,64387923478,71641219204,490245
2007-04-17,2,20804.92,20816.11,20635.63,20788.61,1813650800,0,63250120923,82725886305,515862
2007-04-18,3,20868.07,20868.07,20718.72,20777.09,1990598800,0,59809989626,96247126554,517059
2007-04-19,4,20615.42,20634.9,20232.81,20299.71,2153180400,0,62990891613,90186800770,514667
2007-04-20,5,20495.83,20567.34,20474.31,20566.59,1825297600,0,63094959361,65713241524,510872
2007-04-23,1,20710.38,20757.41,20529.07,20556.57,1269192100,0,50548107478,68509699566,443641
2007-04-24,2,20455.35,20618.01,20396.37,20572.8,1220512600,0,47470646461,73892096987,408226
2007-04-25,3,20484.18,20621.68,20417.59,20536.78,1111525800,0,44394398115,68864634605,428756
2007-04-26,4,20672.49,20778.44,20651.29,20667.29,1327995300,0,51793826054,51438229955,476883
2007-04-27,5,20557.07,20619.11,20425.57,20526.5,1115647800,0,64165662305,62276604292,539167
2007-04-30,1,20525.96,20525.96,20130.11,20318.98,1232504000,0,49828486395,62587627907,449129
2007-05-02,3,20384.03,20483.24,20351.26,20388.49,1118175200,0,46977118388,61721747619,417877
2007-05-03,4,20582.41,20739.03,20555.57,20681.58,1119150600,0,54435001157,62995544812,413044
2007-05-04,5,20865.06,20883.21,20714.82,20841.08,1261919000,0,64006381487,56991567661,445333
2007-05-07,1,20933.99,21070.21,20891.06,20896.64,1355037900,0,67979984331,67909189179,523016
2007-05-08,2,20850.07,20880.7,20662.6,20706.35,1137024700,0,58336263409,63064427118,422586
2007-05-09,3,20704.37,20844.78,20677.81,20844.78,912644700,0,56802831239,65143255672,416137
2007-05-10,4,20729.52,20821.86,20683.3,20746.27,1187355000,0,60531853944,72350856599,477753
2007-05-11,5,20469.49,20552.56,20420.12,20468.21,1440580100,0,60689678182,67421857596,475336
2007-05-14,1,21036.62,21065.59,20870.01,20979.24,2746175200,0,94988934605,78159410620,670358
2007-05-15,2,20985.93,21088.86,20826.93,20868.15,1830068800,0,77078793580,78129832838,604340
2007-05-16,3,20854.09,20953.24,20784.25,20937.26,1082991000,0,57265059960,70209481770,530918
2007-05-17,4,21042.67,21084.23,20944.15,20994.61,1084692600,0,62484287738,79843320391,578994
2007-05-18,5,20882.87,20904.84,20769.1,20904.84,1294134700,0,56400710186,73270138748,477915
2007-05-21,1,20963.52,21055.11,20922.35,20927.75,1483071700,0,55587160403,69601426371,489266
2007-05-22,2,20996.99,21020.42,20782.38,20843.92,1351403300,0,53981849179,73145286044,492230
2007-05-23,3,20838.36,20888.14,20767.68,20798.97,920817100,0,59109799723,65097399555,622144
2007-05-25,5,20553.78,20566.26,20474.03,20520.66,1601243700,0,67976137350,67647201189,641941
2007-05-28,1,20594.14,20619.16,20503.87,20529.76,998483000,0,54450230174,74416255216,597569
2007-05-30,3,20342.96,20403.36,20184.48,20293.76,1831418800,0,75595734873,94260867198,687160
2007-05-31,4,20405.95,20673.4,20354.66,20634.47,1885289000,0,76531507705,85734840077,620271
2007-06-01,5,20717.27,20793.38,20598.85,20602.87,1668128500,0,74756776357,86405767544,624547
2007-06-04,1,20698.99,20821.91,20638.7,20729.59,1385369100,0,67096582445,99465075421,576942
2007-06-05,2,20820.48,20878.09,20615.96,20842.15,1628208800,0,76225382524,102863894726,600214
2007-06-06,3,20850.26,20943.94,20803.22,20818.61,1225409700,0,62629650825,76975231911,502617
2007-06-07,4,20637.9,20838.44,20600.37,20800.16,1456509300,0,63988136734,72969334540,518098
2007-06-08,5,20531.85,20536.17,20433.52,20509.15,1947561200,0,69113778766,86404774260,619667
2007-06-11,1,20649.05,20673.9,20591.42,20615.49,1034142700,0,55907759296,97769015619,584808
2007-06-12,2,20654.47,20664.85,20511.03,20636.39,989052500,0,57551643372,101975031478,604882
2007-06-13,3,20527.27,20628.06,20520.67,20578.75,1040542700,0,55179661066,87012414614,527440
2007-06-14,4,20714.86,20924.81,20714.86,20867.26,2314377200,0,69799002733,84343196538,588569
2007-06-15,5,21024.32,21052.95,20917.64,21017.05,2893956800,0,83316757186,104428778151,693257
2007-06-18,1,21256.29,21585.03,21256.29,21582.89,3890428000,0,100073953230,97656118253,776035
2007-06-20,3,21645.06,21897.58,21644.12,21684.67,3363787200,0,121450641793,101785531549,771511
2007-06-21,4,21784.12,21969.26,21714.95,21954.67,2357828000,0,95917590612,91555408146,656305
2007-06-22,5,21879.5,22052.85,21788.15,21999.91,2095707600,0,95809260409,99606295884,664484
2007-06-25,1,21884.1,22085.59,21814.46,21822.35,1598811300,0,83979191004,101644804347,590026
2007-06-26,2,21800.77,21950.02,21755.29,21803.57,1552691700,0,74205949120,82100768218,517905
2007-06-27,3,21775.18,21800.49,21562,21705.56,2007429600,0,78784683935,87398701362,546093
2007-06-28,4,21912.79,22035.42,21885.53,21938.22,2522367000,0,80457565235,86951735301,529209
2007-06-29,5,21997.25,22044.68,21768.76,21772.73,1621418900,0,68851222649,79786529920,490896
2007-07-03,2,22004.14,22159.52,21960.76,22151.14,1882466600,0,81722038994,78391666246,614113
2007-07-04,3,22279.83,22307.6,22131.24,22218.55,1890965200,0,83431008383,94756008085,650739
2007-07-05,4,22272.81,22328.61,22126.97,22252.99,2014864600,0,85129297966,90611424898,646572
2007-07-06,5,22217.46,22565.43,22081.35,22531.74,2258576800,0,88090655362,88589698811,663507
2007-07-09,1,22719.99,22818.32,22601.65,22817.43,2780795000,0,102703812858,89898969696,742224
2007-07-10,2,22833.47,22889.61,22718.13,22885.84,3951114400,0,108987655179,94316482081,778075
2007-07-11,3,22655.38,22850.4,22539.7,22607.02,3298317200,0,100900962748,94277353826,709733
2007-07-12,4,22797.75,22975.81,22773.71,22809.02,2265775600,0,91414267078,88599254334,689284
2007-07-13,5,23199.06,23239.92,23048.69,23099.29,1952540400,0,80444245038,72445629552,623442
2007-07-16,1,23098.66,23128.56,22932.3,22953.94,1338833600,0,75850384176,76131086878,639710
2007-07-17,2,22915.79,23148.26,22915.79,23057.3,1557914200,0,78027296051,72956439412,596121
2007-07-18,3,22956.97,23035.8,22782.63,22841.92,2212038000,0,84048278219,81455962608,623175
2007-07-19,4,22864.75,23024.5,22817.92,23016.2,1915786800,0,70817269816,74106607690,561225
2007-07-20,5,23195.41,23301.93,23118.67,23291.9,1810894600,0,83444925265,72146056819,611346
2007-07-23,1,23170.35,23389.94,23152.54,23365.56,1564566200,0,84648797108,73988634071,651616
2007-07-24,2,23459.74,23534.38,23410.54,23472.88,1757468800,0,96551367392,74656115228,720864
2007-07-25,3,23228.56,23439.83,23228.56,23362.18,1877575800,0,100573635556,78200933485,718572
2007-07-26,4,23494.04,23557.74,23127.8,23211.69,1718400800,0,102310823488,86289545024,739827
2007-07-27,5,22647.11,22854.54,22443.1,22570.41,2901376000,0,112516819737,80610622660,876166
2007-07-30,1,22478.77,22759.49,22473.92,22739.9,1662312000,0,80727323448,71291480168,595836
2007-07-31,2,23023.43,23199.9,22881.97,23184.94,1757683600,0,86188085771,73042340368,644653
2007-08-01,3,23018.2,23025.14,22209.79,22455.36,2848057800,0,121055884537,105806658916,890260
2007-08-02,4,22730.4,22767.47,22144.73,22443.25,2099184800,0,97649101467,102563730204,787991
2007-08-03,5,22625.38,22644.58,22356.3,22538.44,1787588400,0,74345173968,86851364206,563289
2007-08-06,1,22128.06,22147.42,21916.7,21936.73,2154530000,0,78231481102,94784187741,572119
2007-08-07,2,22171.9,22177.8,21833.14,21907.99,1593419300,0,76709087611,101837181935,628432
2007-08-08,3,22102.76,22540.3,22100.34,22536.67,1987081200,0,76003901031,93973524013,557163
